1,9936
1001585,1
100225,6
1002809,2
1003195,2
1003335,267
1004787,1
1004788,2
1004951,3
1004952,109
1005041,3
1005042,16
1005048,2
1005057,1
1005058,85
1006007,2
1006155,3
1006576,2
1006598,4
1007064,1
1007676,2
1009464,3
101020,1337
1014,28
101571,2
1016,2588
1017,38608
1019,7100
102107,1083
102684,37
1028416,1
1028729,33
1028989,6
1029756,4
1031538,1
1031752,10
1032066,1
1032069,77
1032238,4
1032239,2
1032241,1
1032480,4
1032623,128
1034807,10
1034889,23
1035377,10
1035817,1
10372,643
1037911,5
103816,1
103855,2
1038922,11
1038929,2
104087,20
1041522,1
1042156,24
104267,51
104268,5
1042878,1
104336,15
1045004,1
1045010,1
1045855,1
1046,1
1046624,5
1046625,2
1048264,19
1048332,26560
104955,6
1049583,16
1050107,2
1050174,6
1050370,1
1051072,1
1051074,87
1051631,10633
1051973,1
1052,3
105219,3
1052585,1
1054460,93217
1060,2
1063,3
106370,1
1064535,12
1064592,10
106589,4
106590,3
106591,1
106648,5
106649,6
106654,2
10690,28
1069220,10
1069494,1
1069533,272
1069534,9
1069642,1
10699,63
1071078,6
1071080,1
1071378,50
1071380,5
1071381,7
1071382,20
1071383,1
1071400,30
1072256,7
1072463,1
1072467,1
1072685,2
1073999,5
1074311,1
1074467,2
10747,2
1074889,6
1076,2
1076934,3
1077464,24352
1077946,4
1078471,16
1078773,1
1080223,7
1080349,1
1081940,2
1082704,1
1082851,7
1087448,4
1088719,1
1089553,1
108980,3
108981,13
1090615,3
1091045,11
1091494,1
109328,14850
109376,2188209
1094,1
1095685,7
1096243,25
109790,3
110319,6
1104322,101
1104326,3
1105110,2
1107,2
110937,3
1109412,1
1109743,16
111015,184
1110502,1
1111678,16
1111760,213
1112204,1
1114965,28837
1114969,6
111527,9
1116231,129
1116375,3
1117,21
1117319,1
1117645,13
1117647,1
111780,1
111781,2
1117943,1
1118153,5
1118963,3
1120045,1
112023,118
1121114,67
1121121,1
1121267,5
1121353,1
1121362,27
1121451,1
1122247,2
112234,2
1122984,69470
1123016,2
1123251,3
1123269,1
1123519,6
1124835,11
1124936,5
1124983,1
1126833,1
1127134,2
1128331,1
1128398,9
1129771,210
1129794,11
1130798,28
1130804,3098
113107,32206
1132496,9
1133546,14
1133592,2
1133849,2
1134435,2
1134454,12
1134687,2
1134782,1
113562,2
1136497,3
1136941,2
1137606,1
1138822,4
114090,2
1141660,3
114186,3
1141883,4
1142394,1
1144275,1
1144748,2
114527,52893
1147786,3
1148509,5
1149133,1
1150389,2
1150461,4
1150468,10
1151116,1
1154756,4
1155071,45
115545,9
1156431,5088
1156433,4953
1156937,2
115778,1
1159083,470
1159327,4
1159613,2
115981,3
1160721,25
116090,8
1161,3
1161942,2
1162,11
1163399,19
1164002,2
1165134,1
1165135,3
1165151,1
1165160,1
1165892,1
1166018,1
1166950,18
1167634,5
1168034,3
1168563,1
1170318,34
1170562,1
117157,2
1173020,16
1173025,1
1173027,1
1173263,1
1173270,3
1173273,8
1173283,5
1173284,3
1177,1
1177574,11861603
1178016,7
1178482,2
1178515,19
1178516,2
1178541,1
1178778,28
1179670,2
1179672,2
1179673,12
118062,1
118103,1
118110,2
1182172,1
1182177,3
1182571,1
1184267,26
118613,7
1187956,3
1188319,1
118884,2
118968,1
1190415,9
1190567,7
119060,49
119065,3
1191061,34
119206,81
1192162,2
119219,9
1192197,29
1193292,1
1193502,1
1194971,3
1195464,9
119602,130
1196022,24
119603,76
1196031,2
1196094,11
1196095,11
1196325,226
1197325,1
1197460,1
1197717,1
1197884,1
1198676,20
119981,16
1200352,6
120045,1
1201292,7
1202450,2
1202785,2
1205674,1
1205677,1
1205910,6
1206777,1
120683,11061
1207075,9
1207470,1
1208104,2
1208324,5
1208342,1
1208660,1
1208919,2
120961,11
1209989,28
1211326,1
1211579,5
121292,12
1214179,294
1214242,2
1215088,1
1216932,26
1217721,1
1217984,4
1218493,7
1219,1
1219032,19
1219375,1
1220595,2
1221522,26
1222034,43
122277,3
1223515,9
122355,20
1223566,9
122368,2
1223802,3
1224,3386
1224162,5
1224163,9
1224164,64
1224742,1
1225788,1
122587,259
1226968,1
1229621,12
1229726,1
1229727,1
1229751,1
1229756,5
1229758,1
1229786,1
1229788,2
1229791,1
1229794,1
1230341,4
1231072,17
1231624,1
1232659,1807
1232724,1
1233873,3
1234679,3
1234841,1
1235647,1
1235650,1
1235654,1
1235655,1
1235990,5
1236,2684
1236517,166820
1236518,494464
1236608,1
1238,9
123812,24
1238184,1
123899,4
1239,10654
1239381,5
12402,866
1240471,4
1241832,1
1241835,2
1241869,1
1241978,5
1241979,11
1241981,14
1241982,10
1242107,1
1242245,2
1243,8
1244085,1
1244531,13
1245,32
1245471,2
1245526,1
1246301,36
1246626,5
1246995,5
1247,1
1247189,2
1247726,2
1249101,18
1249470,1
1249474,2
1249552,1
1249667,3
1249933,1
1250205,15
1250231,1
1252,2
125216,4
1253,1
125316,1
1254,3
1254432,10
1255,17
125593,1
1257021,27
1259973,5
1260,30
1260626,1
1261127,2
1261129,1
1261131,1
1261556,1
1262470,2
1262515,2
1262533,10
1262535,9
1262536,7
1262537,10
1262538,5
1263,31
1263550,1
1263831,1
1263832,44
126385,11
1263979,1
1265350,2
1265445,124
1266845,15
1267000,1
1267021,6
1267423,4
1267562,14
1267754,12
1267768,1
1268,285
1268635,3
1269,28
1270,58
1274,9
1274359,1
1274631,1
1275,3
1275971,27
1276221,11
1276227,1
1276246,10
1276258,1
1276647,127
1277257,1
1278073,1
1279,148
1279085,33
1280,343673
1280002,1
1281,4
1281578,4
1282,349
1282356,26
1282357,1
1282737,11
1283,1129
1283291,11
1284,2
1284663,1
1285583,3
128574,1
1286,3
1286171,11
1286181,4
128780,4
1288,146
128827,167
1288313,1
1288484,1
1288636,6
1288971,4
128944,13
1290,41
1291379,121
12916,5
1291742,7
1292,12
129337,1
129338,4
1293412,2
1293575,1
1293592,1
1294,1
1294143,3
1294270,6
1295140,760
1295642,2
1295826,29
1296,105
12960,1
1296540,2
1296669,37
1297793,3
1298,1
129817,23
129921,1
1299291,2
1299895,1
1300,1220
1300150,1
1300344,29
1300914,3
1301,414561
1301283,67
1301915,1
1302,31918
1302376,5
1302411,2
1302650,1
1302659,6
1302863,133
1303,44495
13035,3
1303518,1
1303590,2
1304,334889
130453,7557
130454,390
1304873,109
1305,157442
1306519,2
1307,4079
1307427,2651
1307428,6
1307442,1258
1307443,9041
1307444,620
1307763,1
1307832,2718
1307833,2474
1307839,2
1308,23488
1309,1408
1309806,27
1309807,111
1310,964
1311,1405
131112,19
1311759,56
1312072,4
1312183,6
1313,308829
1314,1626
1315283,1
131567,61966
1315974,1
1315998,1
1316254,77551
1316408,42860
1316409,227
1316410,1296
1316411,5103
1316412,2908
1316414,40
1316593,863
1316596,1401
1318,18741
1318466,1
1322246,5
1323375,4
1323664,1
1324350,4
1324352,87
1324960,1
1325090,2
1325095,1
1325107,3
1325115,2
1325724,4
1326,677
1327635,1
1328,6285
1328324,1
1328866,1
1328881,1
1329,593
1329200,1
1330330,2
1330547,1
1331258,1
1331671,1
1331682,3
1332080,2
1332188,646
1332264,7
1333534,1
1333996,1
1334,391
1334187,721
1334193,1
133448,2
1335,5153
1335053,2
1335613,22
1336,328
1336794,2
1336795,6
1336796,4
1336802,2
1336804,2
13373,2
1337936,3
1338,3437
1338011,1
1338368,1
133925,1
1340,1069
1340425,1
1340847,89
1341,408
134287,2
1343,7427
13442,189
13443,567
1344959,7
1345,470
134534,1
1345702,2
1346,377
134601,2
1346614,1
1347342,2
1348,406
134821,5
1348584,2
1348662,39
1349,352
1349767,7
1350,138
1351,115
1352,131
1352355,1
1353,9
1353243,869
1353976,2
1354,11
1354302,2
1354304,3
135461,5
1354732,2
135487,3
1355015,1
1355330,2
1355477,1
135569,3
135577,2
135613,1
135614,4
135620,1
135621,26
135622,46
1356852,4
1357,47
135719,2
135720,21
135727,6
1357279,4
1357292,3
135740,1
1357915,5
1358,428
1359,2425
1360,129
1363,14
1364,14
1365647,1
1366,12
1367477,1
136841,3
136843,435
136845,5
136846,1
136849,16
136857,7
13687,5
13689,2
13690,1
137,4
1372,21
1375,13
137591,3
1376,2
1377,6
1378,564
1379,19486
1379690,16
1379909,5
138,2
1380360,47
1380566,31
138074,2
1381081,2
1381124,3
138119,2
1383885,12
1384484,1
1385,201
138532,3
1385385,7
1385591,1
138563,1
1385663,3
1385727,2
1386,51
1386087,96
1389005,26
1389489,2
1389713,2
1390,13
139021,2
1391654,2
1392,11
1392005,6
1392837,2
1392854,3
1392877,1
1393,2
139438,1
1395516,13
1396,20
1396826,1
1397,19
1398,7
1399115,1
1400053,53
1400868,1
1401328,1
1401688,1
1402,1
1402861,5
1403316,3
1403336,184
1403338,36
1404,5
1404245,5
1404367,7
1404768,4
1404864,1
1405,2
1406,11
1406860,2
1407647,13
1408,1
1408178,12
1408186,1
1408189,4
1410383,2
1410605,3
1411117,1
1411621,1
1413214,1
141451,1
1414854,1
1415147,3
1415165,26
1415568,2
1415630,350
1415773,2
1415774,1
1415775,1
1415776,59
1416334,2
1416627,2
141679,9
1416803,1
1416806,3
1420599,2
1420917,1
1421,2
1422,1
1423,6
1423145,89
1423721,2
1423723,6
1423732,1
1423778,5
1423822,1
1423833,1
1423892,1
1424294,8
1426,3
142649,1
142651,8
1427364,1
1427366,4
1427369,2
1427374,8
1427984,3
1428,26
1429244,2
1431546,30
1432056,207
143222,1
143223,1
1433126,9
1433287,17
1433288,170
1433289,499
1433513,107756
143387,396
1434011,2
1434214,75
1434215,27
1435056,2
1435069,2
1435365,1
1435972,71
1435974,93
1435981,179
1436725,120
1437010,43662
1437183,40161
1437197,468
1437201,13960
1437360,2
1437605,6
1437824,2
1437874,2
1437875,10
143813,16
1440052,1
1441095,3
1441386,3
1441629,6
1443893,2
1444770,2
1445510,2
1446494,3
1446701,1
1446746,1
1446794,8
1447715,1
1447716,17
1448140,1
1448273,8
1448274,125
1448276,2
1449093,25
1449752,14
1450761,2
1452,1
1452727,1
1453352,42
1453495,2
145391,6
1454006,1
1454201,2
1454382,5
145458,1
1454586,1
1455592,1
1457195,1
1457365,1
1458253,25449
1458355,2
1458425,1
1458465,209
1458985,1
146017,2
1461582,1
1462606,1019
1462996,2
1464,1
146474,1
1465,18
1467,2
146827,9
146923,2
1469502,6
1470176,1
1470540,57
1471399,2
1471400,12
1471761,25
1472767,4
1473112,2
147369,17
1474,5
147429,666
147550,2
1476,2
147645,1
1476577,56
1478,1
147802,533
1479,4
1482,44
1482074,1
148305,3
1484116,44
1484118,2
1484158,3
1484693,1
1485,152
1487956,3
1488,9
148942,196
1490,9
149016,652
1491,3464
1492,5
1492898,4
1493872,42
1494,5
1494608,8
